NAME,NTEE1,"Full Address",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"UNITED STEELWORKERS",S,"6999 MERRILL RD STE 2 PMB 327 JACKSONVILLE, FL 32277",30.35231,-81.581271,1,rooftop,6999,"Merrill Rd",Ste,2,Jacksonville,FL,"Duval County",32277,US,Duval
"MANDARIN CEMETERY INCORPORATED",Y,"3720 KORI RD JACKSONVILLE, FL 32257",30.200225,-81.618125,1,rooftop,3720,"Kori Rd",,,Jacksonville,FL,"Duval County",32257,US,Duval
"THOMAS M & IRENE B KIRBO CHARITABLE",T,"2720 PARK ST STE 211 JACKSONVILLE, FL 32205",30.310126,-81.694129,1,rooftop,2720,"Park St",Ste,211,Jacksonville,FL,"Duval County",32205,US,Duval
"AMERICAN LEGION",W,"6242 OLD SOUTEL CT JACKSONVILLE, FL 32219",30.377886,-81.743949,1,rooftop,6242,"Old Soutel Ct",,,Jacksonville,FL,"Duval County",32219,US,Duval
"AMERCIAN LEGION",W,"5443 SAN JUAN AVE JACKSONVILLE, FL 32210",30.282398,-81.739254,1,rooftop,5443,"San Juan Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"AMERICAN LEGION",W,"9459 FORT CAROLINE RD JACKSONVILLE, FL 32225",30.356014,-81.546142,1,rooftop,9459,"Ft Caroline Rd",,,Jacksonville,FL,"Duval County",32225,US,Duval
"WALTER JONES AMERICAN LEGION POST 244 OF JACKSONVILLE INCORPORATED",W,"2309 JERNIGAN RD JACKSONVILLE, FL 32207",30.276932,-81.63828,1,rooftop,2309,"Jernigan Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA",R,"1325 S CONGRESS AVE STE 2 BOYNTON BEACH, FL 33426",26.515367,-80.091125,1,rooftop,1325,"S Congress Ave",Ste,2,"Boynton Beach",FL,"Palm Beach County",33426,US,"Palm Beach County"
"PILOT CLUB INTERNATIONAL",S,"PO BOX 550885 JACKSONVILLE, FL 32255",30.389438,-81.680806,0.5,place,550885,"PO Box",,,Jacksonville,FL,"Duval County",32255,US,"TIGER/Line® dataset from the US Census Bureau"
"LILLIAN C EHLENBERGER TRUST UA FBO D J DONOVAN JESUIT MISSIONARIES",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"CO TUA WELSH CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MYRA C CHRISTY TRUST U/W",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LILLIAN R LABELLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FLORENCE C WEIGLE TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"IR TUA WLLIAM C FRANK FDN",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"R B LEE TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LAURA SCHENK GERVERS TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ARTHUR T WEYGANDT TR UA W31109",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"JAMES BROW TRUST B",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THURSTON & BERTHA ROBERTS TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUW MARGARET PATERSON FBO FRONTI",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FLOYD C MCKINLEY TRUST UW FBO CHARITIES 24-2963-00-7",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LINWOOD JEFFREYS TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"WIACHESLAV A OBNOVLENSKI THOMPSON TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"ELIZABETH & RALPH WOODBURN CHARITABLE FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"KURT A AND EVA H REINHARDT MEMORIAL FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"DREW FOUNDATION",T,"1910 SAN MARCO BLVD JACKSONVILLE, FL 32207",30.304142,-81.656507,1,rooftop,1910,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"WILLIAM ALBRIGHT GARRISON MEMORIAL FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MARY WALKER STOCKER TUW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"GEORGE F CRIBB TR FBO CHARITIES",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MARGARET R HARRIS TR UA",T,"PO BOX 40200 FL9-300-01-16 JACKSONVILLE, FL 32203",30.353822,-81.648976,0.8,nearest_rooftop_match,301,"E 16th St",,,Jacksonville,FL,"Duval County",32206,US," Loveland"
"THOMAS TRACEY TR AGREEMENT 33-0250-00-2",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FREDA J BULLOCK TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LENA AULL TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"JOHN U AULL TR UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"BYRON WALLIS RAND MEMORIAL TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"EHLERS MAEDER SCHUMACHER TRUST FUND",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FRANCENIA FISHER TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"WARREN P POWERS CHARITABLE FOUNDATION TR UA",T,"9485 REGENCY SQUARE BLVD STE 110 JACKSONVILLE, FL 32225",30.327423,-81.552425,1,rooftop,9485,"Regency Square Blvd",Ste,110,Jacksonville,FL,"Duval County",32225,US,Duval
"W HAROLD ALDERMAN TRUST AGREEMENT D ATED 01-28-87",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"SARA BLACK AND SAMUEL L BLACK FOUND ATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"CHARLES & ODETTE PATTERSON TR UN",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"GEORGE & BEATRICE ARTERS DECD GRANTOR TUA",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"BRADBURY FAM CHARITABLE FOUNDATION",T,"8151 WOODPECKER TRL JACKSONVILLE, FL 32256",30.220843,-81.534039,1,rooftop,8151,"Woodpecker Trl",,,Jacksonville,FL,"Duval County",32256,US,Duval
"PEGGY KEENAN FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"BRADY S JOHNSTON PERPETUAL CHARITABLE TRUST",T,"1910 SAN MARCO BLVD JACKSONVILLE, FL 32207",30.304142,-81.656507,1,rooftop,1910,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"N H TRUST",T,"3739 DUVAL DR JAX BCH, FL 32250",30.259484,-81.382669,1,rooftop,3739,"Duval Dr",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"CYNTHIA G STEIN FAMILY FOUNDATION",T,"505 LANCASTER ST 6 JACKSONVILLE, FL 32204",30.312025,-81.676878,1,rooftop,505,"Lancaster St",Apt,6D,Jacksonville,FL,"Duval County",32204,US,Duval
"BORKOWSKI FAM FOUNDATION TR",T,"1221 1ST ST S APT 7B JACKSONVILLE, FL 32250",30.276949,-81.386646,1,rooftop,1221,"1st St S",Apt,7B,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"TUA DOROTHY C EIDENBERG",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FRANCES R WERTZBERGER CHARITABLE TR",T,"4741 ATLANTIC BLVD SUITE B-1 JACKSONVILLE, FL 32207",30.309957,-81.615858,1,rooftop,4741,"Atlantic Blvd",Ste,B1,Jacksonville,FL,"Duval County",32207,US,Duval
"SNEED FAMILY FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"REGISTER FAM FDN UA 122199",T,"4632 SUB CHASER CT JACKSONVILLE, FL 32244",30.223205,-81.70494,1,rooftop,4632,"Sub Chaser Ct",,,Jacksonville,FL,"Duval County",32244,US,Duval
"WARM SPRINGS CHARITABLE TR",T,"4401 SALISBURY RD STE 200 JACKSONVILLE, FL 32216",30.252145,-81.592743,1,rooftop,4401,"Salisbury Rd",Ste,200,Jacksonville,FL,"Duval County",32216,US,Duval
"WILLIAM R & ARLENE F RUEGAMER CHTBE TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"GREEN FAMILY FOUNDATION TR",T,"12918 RIVERPLACE CT JACKSONVILLE, FL 32223",30.157629,-81.671175,1,rooftop,12918,"Riverplace Ct",,,Jacksonville,FL,"Duval County",32223,US,Duval
"DEHECHAVARRIA FOUNDATION TR 03012002",T,"8229 SHADETREE CT JACKSONVILLE, FL 32256",30.219403,-81.548408,1,rooftop,8229,"Shadetree Ct",,,Jacksonville,FL,"Duval County",32256,US,Statewide2
"DUNCAN FAM FOUNDATION TR",T,"900 ORIENTAL GARDENS RD JACKSONVILLE, FL 32207",30.294064,-81.654287,1,rooftop,900,"Oriental Gardens Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"THE PARC GROUP FOUNDATION",T,"4314 PABLO OAKS CT JACKSONVILLE, FL 32224",30.267214,-81.441404,1,rooftop,4314,"Pablo Oaks Ct",,,Jacksonville,FL,"Duval County",32224,US,Duval
"THE@2004 NEWTON FOUNDATION",T,"200 W FORSYTH ST STE 1600 JACKSONVILLE, FL 32202",30.327316,-81.660871,1,rooftop,200,"Forsyth St W",Ste,1600,Jacksonville,FL,"Duval County",32202,US,Duval
"SUC TUA J & I BLOOM CHAR FDN",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THADDEUS N MORRIS TUW CHAR TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THE MICHAEL CASCONE JR AND ELIZABETH BELYEA CASCONE FAM TR",T,"8022 JAMES ISLAND TRL JACKSONVILLE, FL 32256",30.223037,-81.528598,1,rooftop,8022,"James Island Trl",,,Jacksonville,FL,"Duval County",32256,US,Duval
"LUCY B LONG CHARITABLE TUW TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"LAURA BETH SCHAFFNER TUW TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUW ROME ALONZO SCHAFFNER",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"HARRIET F ERICH FBO DELTA DELTA DELTA FOUNDATION",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TROY T RIMES JR TR U-I IV",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"VIRGINIA W CLARK TUA FDN TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUA JOSEPHINE ROGERS PERPETUAL I",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THURMAN WALDROP CHARITABLE TR",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"SHELBY FOUNDATION TR AGREEMENT",T,"7832 JAMES ISLAND WAY JACKSONVILLE, FL 32256",30.233043,-81.530666,1,rooftop,7832,"James Island Way",,,Jacksonville,FL,"Duval County",32256,US,Duval
"DOOLITTLE FAMILY FOUNDATION",T,"1317 FLEET LANDING BLVD ATLANTIC BCH, FL 32233",30.353407,-81.409166,1,rooftop,1317,"Fleet Landing Blvd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"CHARLOTTE D SEARLE CHRTBL TR TUA",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"NATIONAL ASSOCIATION OF CATERING EXECUTIVES INC",S,"101 SANDERSON DR ST JOHNS, FL 32259",30.031382,-81.630981,1,rooftop,101,"Sanderson Dr",,,"Saint Johns",FL,"St. Johns County",32259,US,"St Johns"
"MARCO ISLAND WOMANS CLUB FOUNDATION",S,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FLORIDA MARINE CONTRACTORS ASSOCIATION INC",S,"PO BOX 350909 JACKSONVILLE, FL 32235",30.389438,-81.680806,0.5,place,350909,"PO Box",,,Jacksonville,FL,"Duval County",32235,US,"TIGER/Line® dataset from the US Census Bureau"
"VESTCOR FAMILY FOUNDATION INC",T,"3030 HARTLEY RD STE 310 JACKSONVILLE, FL 32257",30.184234,-81.629742,1,rooftop,3030,"Hartley Rd",Ste,310,Jacksonville,FL,"Duval County",32257,US,Duval
"JFCS REALTY INC",S,"8540 BAYCENTER RD JACKSONVILLE, FL 32256",30.228641,-81.583427,1,rooftop,8540,"Baycenter Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"MARY@MAHER AND HARRY J SMITH TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"THE GLADYS S GREENTREE CHARITABLE FOUNDATION 3",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"KENNETH K KING CHARITABLE TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"TUW HENRY B PARRISH",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"1237 MCDUFF AVE S JACKSONVILLE, FL 32205",30.307276,-81.702505,1,rooftop,1237,"McDuff Ave S",,,Jacksonville,FL,"Duval County",32205,US,Duval
"ONE LOVE COMMUNITY DEVELOPMENT CORPORATION",S,"2952 EDISON AVE JACKSONVILLE, FL 32254",30.322841,-81.703797,1,rooftop,2952,"Edison Ave",,,Jacksonville,FL,"Duval County",32254,US,Duval
"KRAUSE FAMILY FOUNDATION",T,"1336 ARDSLEY RD JACKSONVILLE, FL 32207",30.272242,-81.650217,1,rooftop,1336,"Ardsley Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"FEDERAL MANAGERS ASSOCIATION",S,"PO BOX 15627 FERN BCH, FL 32035",30.657517,-81.444396,0.38,place,15627,"PO Box",,,"Fernandina Beach",FL,"Nassau County",32035,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERICAN LEGION AUXILIARY",W,"PO BOX 3012 JACKSONVILLE, FL 32206",30.389438,-81.680806,0.5,place,3012,"PO Box",,,Jacksonville,FL,"Duval County",32206,US,"TIGER/Line® dataset from the US Census Bureau"
"FOLEY FAMILY CHARITABLE FOUNDATION",T,"601 RIVERSIDE AVE 12TH FL JACKSONVILLE, FL 32204",30.319221,-81.674122,1,rooftop,601,"Riverside Ave",Fl,12,Jacksonville,FL,"Duval County",32204,US,Duval
"VICKERS FAMILY FOUNDATION INC",T,"2913 WESTSIDE BLVD JACKSONVILLE, FL 32209",30.363733,-81.714644,1,rooftop,2913,"Westside Blvd",,,Jacksonville,FL,"Duval County",32209,US,Duval
"KNIGHTS OF COLUMBUS",Y,"4650 KERNAN BLVD S JACKSONVILLE, FL 32224",30.267881,-81.496114,1,rooftop,4650,"Kernan Blvd S",,,Jacksonville,FL,"Duval County",32224,US,Duval
"TWIN TOWERS RESIDENT COUNCIL",S,"617 W 44TH STREET JACKSONVILLE, FL 32208",30.373491,-81.660974,1,rooftop,617,"44th St W",,,Jacksonville,FL,"Duval County",32208,US,Duval
"SUPPORT COMMITTEE AT JACKSONVILLE NATIONAL CEMETERY INC",Y,"PO BOX 57695 JACKSONVILLE, FL 32241",30.389438,-81.680806,0.5,place,57695,"PO Box",,,Jacksonville,FL,"Duval County",32241,US,"TIGER/Line® dataset from the US Census Bureau"
"CATHOLIC WOMANS CLUB",S,"2434 MERCER CIR S JACKSONVILLE, FL 32217",30.255719,-81.633929,1,rooftop,2434,"Mercer Cir S",,,Jacksonville,FL,"Duval County",32217,US,Duval
"JACKSONVILLE FIREFIGHTERS DEATH BENEFIT FUND INC",Y,"1560 UNDINE AVE JACKSONVILLE, FL 32221",30.29371,-81.791208,1,rooftop,1560,"Undine Ave",,,Jacksonville,FL,"Duval County",32221,US,Duval
"JACKSONVILLE ARTISTS GUILD",S,"4627 GLENWOOD AVE JACKSONVILLE, FL 32205",30.293171,-81.724867,1,rooftop,4627,"Glenwood Ave",,,Jacksonville,FL,"Duval County",32205,US,Duval
"KNIGHTS OF COLUMBUS",Y,"2400 MAYPORT RD JACKSONVILLE, FL 32233",30.352577,-81.415222,1,rooftop,2400,"Mayport Rd",,,Jacksonville,FL,"Duval County",32233,US,Duval
"VIETNAM VETERANS OF AMERICA INC",W,"1855 WEST RD JACKSONVILLE, FL 32216",30.288531,-81.586662,1,rooftop,1855,"West Rd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"JACKSONVILLE BLACK PRIDE INC",R,"3945 DEERTREE HILLS DR ORANGE PARK, FL 32065",30.171947,-81.844194,1,rooftop,3945,"Deertree Hills Dr",,,"Orange Park",FL,"Clay County",32065,US,"Clay County"
"THOMAS P AND GRETCHEN C LYNCH FAMILY FOUNDATION INC",T,"1745 WOODMERE DR JACKSONVILLE, FL 32210",30.286737,-81.710055,1,rooftop,1745,"Woodmere Dr",,,Jacksonville,FL,"Duval County",32210,US,Duval
"MORAILES FOUNDATION INC",T,"13245 ATLANTIC BLVD STE 4 # 312 JACKSONVILLE, FL 32225",30.32091,-81.460414,1,rooftop,13245,"Atlantic Blvd",Ste,4,Jacksonville,FL,"Duval County",32225,US,Duval
"A HUMBLE BEGINNING RESTORAL PROJECT INC",T,"8136 FOURAKER FOREST RD JACKSONVILLE, FL 32221",30.296824,-81.783766,1,rooftop,8136,"Fouraker Forest Rd",,,Jacksonville,FL,"Duval County",32221,US,Duval
"BUREAU OF MORTUARY AND BENEVOLENCE INC",Y,"PO BOX 2021 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,2021,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"ZAHARA VETERANS NETWORK INC",W,"1177 5 PARK AVE STE 135 ORANGE PARK, FL 32073",30.175662,-81.700956,0.9,nearest_rooftop_match,1177,"Park Ave",Ste,135,"Orange Park",FL,"Clay County",32073,US,"Clay County"
"KINGDOM BUILDING INC",T,"2036 DANSON ST JACKSONVILLE, FL 32209",30.349093,-81.694321,1,rooftop,2036,"Danson St",,,Jacksonville,FL,"Duval County",32209,US,Duval
"KACHIN DEVELOPMENT FOUNDATION USA INC",S,"7906 CONGAREE CT N JACKSONVILLE, FL 32211",30.346041,-81.564752,1,rooftop,7906,"Congaree Ct N",,,Jacksonville,FL,"Duval County",32211,US,Duval
"88 BLESSINGS INC",S,"7643 GATE PKWY UNIT 104-177 JACKSONVILLE, FL 32256",30.241524,-81.519211,1,rooftop,7643,"Gate Pkwy",Unit,104-177,Jacksonville,FL,"Duval County",32256,US,Duval
"TYRO COMMUNITY DEVELOPMENT CORP INC",S,"1509 DERRINGER RD JACKSONVILLE, FL 32225",30.346161,-81.511325,1,rooftop,1509,"Derringer Rd",,,Jacksonville,FL,"Duval County",32225,US,Duval
"TELUGU ASSOCIATION OF THE JACKSONVILLE AREA",S,"6330 GREENLAND CHASE BLVD JACKSONVILLE, FL 32258",30.149363,-81.54416,1,rooftop,6330,"Greenland Chase Blvd",,,Jacksonville,FL,"Duval County",32258,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"9000 SOUTHSIDE BLVD BLDG 300 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,300,Jacksonville,FL,"Duval County",32256,US,Duval
"LIVINGWAY CHRISTIAN FELLOWSHIP CHURCH",R,"6415B N PEARL ST JACKSONVILLE, FL 32208",30.379415,-81.656431,1,rooftop,6415,"Pearl St N",,,Jacksonville,FL,"Duval County",32208,US,Duval
